,Group_2,Group_1,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10,ZPO10,ZPO11,SCO04,SCO08,SCO09,SCO10,SCO11,SPR04,SPR08,SPR09,SPR10,SPO10,SPO11
jgi.Rhice1_1.726182.estExt_Genewise1Plus.C_2670020,MAPK,MAPK,0.877596667,0,0,0,0.002402667,4.085375,3.066833333,3.752868333,0,8.147493333,26.88492,9.699385,10.9968,18.930294,11.5529,11.39704333,0,0,0,0,0,0,0,2.734983333,0,0,0,0,0,2.53704,4.930518333,5.09905,3.609866667,4.725216667,7.2301,3.085,6.9809,5.656033333,4.844195,0,0,0,0,0.3325885,0.484765,0,0,0,0,0,0,0,0.4335285,0.57719,0.928385,0,0.541295,1.826975,0,0,0,0.4442675,0,0
jgi.Rhiir2_1.1765895.gm1.4649_g,MAPK,MAPK,0.413695,0,0.9526167,2.5174333,2.2937333,0,0,1.792725,2.71643,1.73736,2.844454,4.3251733,5.75283,2.08684,1.21024,6.3274533,0,0,0,0,0,0,0,0,0,0,2.7735,3.296465,0,2.689425,5.0611767,0,2.9237267,0,13.46271,0.5606233,6.01895,0.8287217,0,5.5037,0,0,0,0,0.2446825,0,0,0,0,0,0.2360375,0,0.456346,0,0,0.2627165,0,0.7166495,0.559498,0,0,0.219532,0,0.15079
jgi.Rhice1_1.729236.estExt_Genewise1Plus.C_6080026,MAPK,MAPK,1.459735,0,0,0,0,0,0,0,0,0,2.40112,0,0,0.327896,0,2.1654317,0,0,0,0,0,0,0,0,0,0,0,0,1.2473625,0,0.8339233,1.357085,0,0,11.54555,1.8833667,3.71585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2040865,0.294513,0,0,0.628083,0,0,0,0,0
jgi.Gloin1.309151.CE209027_422,MAPK,MAPK,6.83E-06,0,4.62E-05,0.000533,0.0001505,0,0,7.92E-05,0.0003275,3.92E-05,0.0000032,4.12E-05,0.0001035,0.0000104,0.000004,0.0000435,0,0,0,0,0,0,0,0,0,0,9.48E-05,0.0000135,0,0.0000375,0.000078,0,0.000415667,0,0.0004235,3.33E-06,0.0003395,1.37E-05,0,9.93E-05,0,0,0,0,0.0000145,0,0,0,0,0,0.0000215,0,0.0000105,0,0,0.0000085,0,0.000075,0.000014,0,0,0.000019,0,0.0000015
jgi.Rhidi1.756010.gm1.7084_g,AMT,AMT,0,0,0,2.61985,7.4777,3.59182,5.26484,13.8361283,10.6280283,12.1099383,24.65357,29.54355,49.0026,35.07656,24.5021,38.4159167,0,0,0,0,0,0,0.992755,1.86445,0,12.9359333,2.6087667,32.55615,26.931325,6.59111,26.4864,16.3037517,11.019265,0,9.36575,0,8.7046,1.1984467,3.30231,0,1.57156,0,0.3904645,1.363905,1.0325,0.661308,0,0.382365,0,0,0.999265,0,0.6285405,2.879695,0.513125,0.370605,0.3805125,2.680895,7.459715,0,9.335225,0.3127035,0,0.614331
jgi.Rhidi1.762053.gm1.13127_g,AMT,AMT,1.230445,0,0,0,0,0,0,0,2.6261333,1.7810567,4.14998,11.3572133,14.10215,10.607766,16.1979,9.631085,0,0,0,0,0,0,0,0,0,5.94865,3.8710617,8.437315,5.18793,4.999425,17.1900833,8.7045667,0,2.7873733,0,0,0,0,0,0,0,0,0.4006605,0,0,0.207758,0,0.3923325,0,0,1.436765,0,0,0.416277,0,0.3802545,1.9528,1.361475,1.2979405,0,0.67611,0.320958,0,0
jgi.RhiirA5.494804.estExt_Genemark1.C_970016,AQPF,AQPF,5.725705,0,4.3553,0,3.783412,8.0423,28.70107,28.654785,76.32885,91.758833,145.55988,146.678267,114.28365,118.9644,134.019,150.982833,0,0,0,0,0,0,16.88875,5.327517,0.693145,38.653667,28.743717,68.660715,38.313835,100.02005,169.79255,76.2084,29.243317,15.344967,32.11645,12.890873,40.9291,6.440133,10.305785,12.649567,0,0,0.51106,0,1.201734,0.264875,0,0,0,0,0.608805,0,0.802225,2.66401,0,0.96928,0.359258,3.314231,8.69149,0,7.13974,0.410625,0.95688,0.79058
jgi.Rhice1_1.706192.estExt_Genewise1.C_120022,AQPF,AQPF,0,0,0,0,1.4851533,0,0,0.9463533,11.2417983,10.2908917,23.063688,22.9241083,12.6743,9.283448,11.8358,20.9067,0,0,0,0,0,0,0,0,0,0,2.4621,8.0596,14.7845,0,31.168005,0,6.0138,12.6657167,0,3.5555833,0,6.5188167,0,3.43615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5052,0,0
jgi.Rhidi1.767359.gm1.18433_g,AQPF,AQPF,0.6001667,0,0,0,1.4732917,0,0,0,2.3809167,2.4790667,1.85218,2.87646,2.713275,0,0,11.0057767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2116183,1.7311333,0,0,0,0,0,0,0,0,0,0,0,0,0.3088155,0,0,0,0,0,0,0,0,0,0,0,0,0.32393,0,0,1.370735,0,0,0
jgi.RhiirA4.478708.gm1.28504_g,AQPF,AQPF,0.02995733,0,0,0,0.10426633,0,0,0,0.2712375,0.16084083,0.9531406,0.62720083,1.1006165,1.0148384,0.344033,0.80853517,0,0,0,0,0,0,0,0,0,0.31160167,0,0.3234275,0.6645125,0,0.5848225,0.11173933,0,0,0,0,0,0,0,0,0,0,0,0,0.0292675,0,0,0,0,0,0,0,0,0,0,0.1028405,0,0.2003135,0,0,0.1034295,0,0,0
jgi.Rhidi1.618466.e_gw1.33.4.1,AA permease,AAT,6.321085,2.3760833,0,4.4964667,10.6195117,12.717795,10.6075718,14.9406333,37.1361167,27.6059933,24.623134,19.6367283,1.61508,1.162564,0,17.6375883,0,0,0,0,0,0,8.5851667,3.2134667,3.47105,28.5744,32.0574167,17.1036,18.52025,3.9115,19.66037,29.8170842,0.9446433,0,0,0,0,0,0,0,0,0,0.55346,0.000001,0.300279,0,0,0,0,0,0,0,0,0.578725,1.70994,0,0.66194,1.9579,9.525275,0,6.47909,0,1.82963,0.52164
jgi.Rhice1_1.840025.gm1.28809_g,AA permease,AAT,1.1213017,0,0,0,0,2.032815,4.419615,2.6761467,8.9630017,9.3014667,6.415068,2.6511967,7.062645,0,0.742884,4.8614317,0,0,0,0,0,0,2.5814833,0,3.17155,8.82075,2.1687467,5.83665,0,0,1.8604333,7.8667667,0,0,0,0,0,0,0,0,0,0,0.272903,0.2036035,0.5923,0,0,0,0,0,0,0,0,0,1.686085,0.94345,0.326324,0.833942,0.830045,0,1.410245,0,0.2946545,0
jgi.Rhice1_1.822151.gm1.10935_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,2.2064667,0.973054,0.5181367,5.11015,1.22612,0,3.0281867,0,0,0,0,0,0,11.0242167,6.8003167,0,0,0,0,0,0,0,3.4881933,0.9962867,2.7663167,8.73589,0,4.32528,5.58203,11.9125,4.3553,1.437505,1.67895,0.58141,0,4.43798,0.2102785,1.470525,0,18.16069,2.479055,0,0.816485,0,1.3750435,2.94887,2.62702,2.390205,3.4040925,0.4418365,0,2.123565,1.054285,0.78848,0
jgi.Rhice1_1.800436.estExt_fgenesh1_pm.C_6070001,AA permease,AAT,1.0302767,0,0,2.6918333,2.7291133,2.29627,4.8129633,1.707335,3.4260533,11.84661,3.606832,1.15897,0,0,0,2.39969,0,0,0,0,0,0,0,1.6531483,3.0526,9.7290167,0,0,0,0,6.7878667,3.0821,0,0,0,0,0,0,0,0,0,0,0,0.4238085,0,0,0,0,0,0,0,0,0,0,0.2926805,0,0,0.3964345,0,0,0.293926,0,0,0
jgi.Rhidi1.745093.estExt_fgenesh1_pg.C_3680008,AA permease,AAT,0,0,0,0,0,0,0,0,0,0.274645,0.963668,1.5728083,1.589505,0.403748,0.515739,0.8246283,0,0,0,0,0,0,0,0,0,4.97618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475269,0,0.4210325,0,0,0,0,0,0,0,0,0.245655,0,0,0,0.2136405,0.284647,0,0,0.1895235,0.2078365,0
jgi.Rhice1_1.684792.e_gw1.1.113.1,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,1.106634,0,0,1.240246,0,1.6671617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39909,0,2.2560667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297359,0.3074775,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.756408.gm1.7482_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0.5099233,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9566,0,0,0,0,2.4721167,1.2053417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhiir2_1.1778705.gm1.17459_g,AA permease,AAT,0,0,0,0,0,0,0,0,1.241258,0,0,0,4.12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284139,0,0
jgi.RhiirA4.470278.gm1.20074_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.484817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA5.415291.gm1.10024_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0.756562,0,0,2.05034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221473,0,0.14027
jgi.RhiirC2.842478.estExt_Genemark1.C_360006,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0.5644233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.875200.estExt_Genemark1.C_1340048,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2227735,0,0,0,0,0,0,0
jgi.Rhiir2_1.1775683.gm1.14437_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1944667,0,0,0,0,0,0.0838725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273115,0,0
jgi.Rhidi1.759019.gm1.10093_g,AA permease,AAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004211667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA4.512566.MIX19105_342_51,AA trans,AAT,1.9475833,0,0,0,0.7484033,0,3.00445,2.23948,3.38419,0.8333717,1.067856,7.6019583,2.80965,14.085974,2.7349,12.5654633,1.6641217,0,0,0,0,0,0,0,8.3921333,10.6188833,2.6050167,3.581225,4.217535,0,3.3956733,9.536475,0,6.7013983,0,2.05782,9.9154,1.087175,0,9.7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339961,0,0,0,0.4886705,0,0,0,0,0
jgi.Rhidi1.773871.gm1.24945_g,AA trans,AAT,1.4478333,0,0,0,0.9629017,0,0,0,6.5270833,10.7580183,3.147936,10.1679983,9.119355,6.509346,3.83688,9.80715,0,0,0,0,0,0,0,2.0437333,0,3.5008333,1.429805,0,4.71436,3.909525,4.6120217,3.92793,3.89905,3.3362833,0,0,4.77078,0,0,0,0,0,0,0,0.3740665,0,0,0,0,0,1.08713,0,0.349182,1.5283825,0,0,0.414438,0,0.512405,0,0.358915,0,0,0.2181355
jgi.Rhice1_1.708440.estExt_Genewise1.C_510022,AA trans,AAT,0,0,0,0,0,0,0,0,7.1888833,3.0303833,6.141364,2.678865,12.398565,6.33825,3.66568,4.67381,0,0,0,0,0,0,0,3.9050833,0,6.69645,0,9.9846,0,0,1.1184633,3.6402667,1.1479533,0,0,2.6937333,9.96745,0,3.458325,12.1626667,0,0,0.4074305,0,0.3010755,0,0,0,0,0,0,0,0,0,0.3416085,0,0,0.64677,0,0,0,0,0,0
jgi.Rhice1_1.688643.e_gw1.53.75.1,AA trans,AAT,1.448827,0,0,0,1.520433,2.9857,3.59595,0,0,0,2.55618,3.764092,0,5.586152,0,1.843985,0,0,0,0,0,0,0,0,0,0,0,0,1.99188,0,1.181982,6.677667,1.366782,0,12.2912,0,0,1.602543,5.4475,2.53415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8017,0,1.00617,0.380109,0,0,0,0,0,0.263074
jgi.Rhice1_1.873480.estExt_Genemark1.C_750035,AA trans,AAT,1.75827,0,0,0,0,0,0,0,0.6065117,7.0506667,5.287624,1.5380167,4.59225,3.626906,4.98794,3.7501917,0,0,0,0,0,0,0,0,0,4.3977333,0.890825,0,0,0.692775,2.992565,0,0,1.1052883,3.51177,0,0,0,0,1.9661667,0,0,1.138,0,0,0,0,0,0,0,0,0.3267155,0,0.2945275,0.476549,0,0,0,0,0,0,0,0,0.1551725
jgi.Gloin1.188140.CE88016_228,AA trans,AAT,0,0,0,0,0,0.87493,0,0,0,0.6810783,7.59341,0.9676265,2.73913,1.501852,3.1974,1.02248,0,0,0,0,0,0,0,0,0,4.7054833,6.6288067,3.483645,1.7910425,1.263875,2.9469683,1.2700933,0,1.2418583,3.422095,0,0,0,0,0,0,0,0.2913755,0.177222,0,0,0,0,0,0,0,0,0,0.90513,0.1918255,0,0.4058345,0.755538,0,0,0,0.2314505,0.271308,0
jgi.Gloin1.24928.gm1.24816_g,AA trans,AAT,0,0,0,0,0,0,0,0,0,6.3145783,0.879546,0,3.92232,2.295798,0,0.600295,0,0,0,0,0,0,0,0,0,0,0,0,1.58734,0,1.8328333,0,0,2.6622,4.018205,0,0,0,0,0,0,0,0,0,0.250816,0,0,0,0,0,1.445185,0,0,0,0,0,0.3296295,0,0.407255,0,0,0,0,0
jgi.Gloin1.18787.gm1.18675_g,AA trans,AAT,0,0,0,0,0.930285,0,0.000831,0,3.126113333,0.000168833,2.9736346,1.783415,1.429795,0,1.3352,1.266013333,0,0,0,0,0,0,0,0,0,0,3.596406667,0,0,0,1.666286667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002335,0,0,0,0,0,0,0.0006175,0.000194,0,0,0.2500705,0,0,0,0.00015,0.154842
jgi.Rhiir2_1.1853167.estExt_Genewise1.C_340169,AA trans,AAT,0,0,0,0,0.7428067,0,0,0,2.6285283,0,0.65217,0,0,0,0,1.0561033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667485,0,0,0.9449783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.871333.estExt_Genemark1.C_250025,AA trans,AAT,0,0,0,0,0,0,0,1.8711167,0,0,1.04238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342438,0,0,0.3241785,0,0,0,0,0,0
jgi.Rhiir2_1.1856517.estExt_Genewise1.C_890017,AA trans,AAT,0,0,0,0,0,0,0,0,0,0,0,0.5647317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1796833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.806625.estExt_fgenesh1_pg.C_2300016,AA trans,AAT,0,0,0,0,0,0,0,0,0,0.6663683,1.133402,0.2655067,0,0,0,0.2925967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.630687.e_gw1.544.32.1,FAT,FAT,12.74985,0,0.6965783,2.4541833,7.293915,2.55242,3.3026833,11.5126433,24.3132083,32.5195367,62.2143,52.1251,86.2584,56.35222,44.702,62.8864167,0,0,0,1.9764,0,0,0,5.20875,1.66442,17.7845167,34.1772,52.2094,26.58875,25.722,59.1286667,35.5264333,18.2837667,29.5867167,29.23445,8.2443,3.20743,1.584515,13.285175,9.2018767,0,2.54522,0,0,2.350185,0,1.11,0,0,0,0.2304035,0.310326,0.2227425,1.984385,1.58235,1.26849,0.6378055,0.527412,6.85679,0,2.262745,0.85689,0,0.4221765
jgi.RhiirA1_1.340139.e_gw1.269.3.1,FAT,FAT,0.4428667,0,0,0,1.6023967,2.40863,6.00399,4.83561,6.2763833,5.1620517,30.90686,14.60215,32.57585,15.91206,0,15.409295,0,0,0,0,0,0,0,1.25028,7.05799,11.2837833,4.6791,9.2209,25.442425,5.79895,9.4799733,8.00698,8.7406017,17.23265,9.9156,9.7861933,23.89405,0.8618717,5.144235,10.1158733,0,0,1.672185,0,0,0,0,0,0,0,0,0,0.2120815,0.842831,1.7939615,0,0.186911,0,0,0.387078,0.794705,0,1.25004,1.17132
jgi.RhiirA4.462288.gm1.12084_g,FAT,FAT,0.6120667,0,0,0,13.0507683,2.649545,8.3457767,4.6620983,7.3185583,13.34855,14.81732,4.68045,0,7.888596,0,35.1861333,0,0,0,0,0,0,0,3.02855,0,8.3872333,1.334485,14.6313,1.8926,7.0777,10.1369058,4.5052667,2.2429167,4.6207633,5.04255,2.4883167,4.868715,3.3712,3.378515,2.0793,0,1.87019,0,0,0,0,0,0,0,0,0,0,0,0,0.0051145,0.3784625,0.836935,0,0.96094,0,0,0,0,0.437431
jgi.Gloin1.121763.CE21639_3186,FAT,FAT,9.124367,0,0,0,0.000001,0.907861,1.469906,0.0000075,0.0000005,15.50618,6.020102,11.14911,18.82895,8.04914,21.1091,23.9101,0,0,0,0,0,0,0,0.0000005,3.67E-05,1.47E-05,1.63027,34.1875,0.00004,6.97305,18.41385,13.58922,0.0000105,1.984341,3.053047,3.986062,0.000008,1.67E-07,0.000002,1.545386,0,0,0.0000005,0,1.157695,0.463595,1.075535,0,1.61796,0,0.314018,0,0,0.0000005,0.0000005,0.735475,0,1.542245,4.87703,0,2.191695,0.835,0.2290265,0.399621
jgi.Gloin1.66221.e_gw1.2600.4.1,FAT,FAT,0.5634367,0,0,0,2.5027133,0,0,2.2157117,5.854055,6.1789483,11.7257,8.9995117,11.88669,3.272126,6.26631,11.2022583,0,0,0,0,0,0,0,0,0,1.7345867,1.4862967,9.303005,3.7759575,2.215915,13.1254317,2.8337117,0.74668,5.1987367,0,4.245245,9.61416,0.531285,0.99982,3.402215,0.3080655,0,0.3524015,0.2109765,0.77919,0.0742985,0,0.1227275,0,0,0,0.322092,0.3110575,0.128341,0.251582,0,0.120845,0.1119935,0.308613,0,0.62671,0.1974475,0.2178435,0.135505
jgi.Gloin1.1425.gm1.1313_g,FAT,FAT,2.4397617,0,0,2.4423333,0,0,0,0.5218217,9.0851333,2.21914,3.602696,2.2348317,10.26995,6.02276,2.44735,7.99307,0,0,0,0,0,0,0,0,3.4827667,4.6155333,1.2160017,0,5.498655,1.712605,2.111915,2.96655,3.31601,5.75722,4.594835,6.9671633,12.930295,0,0,10.2275,0,0,0,0,0.3227895,0,0.75284,0,0,0,0,0.301258,0,0,0,0,0,0,1.32108,0,3.24497,0,0,0.601125
jgi.RhiirA4.341828.estExt_Genewise1.C_3120041,FAT,FAT,1.1200197,0,0,1.5490083,0.6025993,0,0.7357433,0.6614118,4.0267717,5.203305,4.414188,3.0199567,6.752015,5.20498,3.12543,6.7585233,0,0,3.6644833,0,0,0,0,0.47565,0,3.767455,2.021555,4.52546,2.9451,2.99643,7.4131517,4.0804583,2.1556317,5.3297917,1.19467,6.8989933,6.662,0,0,4.5183917,0.422911,0,0.1919985,0,0,0,0.647927,0.2585115,0,0.3174925,0.2177375,0,0.350266,0.2175865,0,0,0.2043155,0.1277365,0,0.253169,0.1550685,0.3330525,0.097946,0
jgi.Rhidi1.25349.CE25239_9078,FAT,FAT,0,0,0,0,1.2191167,0,1.5644833,3.1114467,1.7720667,4.5443183,6.745272,2.43877,2.49626,3.682258,6.07227,5.6621883,0,0,0,0,0,0,2.3425167,0,0,6.1181167,1.7351667,0,1.108525,0.674705,1.5207067,2.6631617,7.40361,5.5264833,0,2.9186833,0,2.6153183,2.291515,5.2045167,0,1.30778,0.22602,0,0.2454945,0,0,0,0,0,0.66591,0.3188225,0.2190085,1.0973355,0,0,0,0.4998055,4.3668,0,2.367825,0.2215435,0.243137,0.453883
jgi.Rhice1_1.816566.gm1.5350_g,FAT,FAT,0,0,0,0,0.502875,0.83809,2.6767667,3.797735,1.5583917,3.96066,10.155198,4.8090583,9.640975,0.88187,3.06277,2.9605217,0,0,0,0,0,0,0,0,1.7286667,3.2757967,0,4.812665,1.71563,0,2.3528133,0,0,1.0378367,10.00616,1.47214,3.046605,2.2008833,2.311615,1.70805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184236,0,0,0.694275,0,0,0,0,0.245178,0.1525655
